file,subject
1801.06642,Computer Vision and Pattern Recognition (cs.CV)
1801.08514,Optics (physics.optics)
1801.08024,Human-Computer Interaction (cs.HC)
1801.07357,Artificial Intelligence (cs.AI)
1801.03835,Signal Processing (eess.SP)
1801.00865,Methodology (stat.ME)
1801.08440,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.06835,Information Theory (cs.IT)
1801.10225,Robotics (cs.RO)
1801.07197,Group Theory (math.GR)
1801.02303,Image and Video Processing (eess.IV)
1801.05907,Differential Geometry (math.DG)
1801.00060,Quantum Physics (quant-ph)
1801.07243,Artificial Intelligence (cs.AI)
1801.04259,Differential Geometry (math.DG)
1801.03859,Logic in Computer Science (cs.LO)
1801.06821,Atomic Physics (physics.atom-ph)
1801.07006,Information Theory (cs.IT)
1801.07893,High Energy Physics - Experiment (hep-ex)
1801.01206,Numerical Analysis (math.NA)
1801.04055,Learning (cs.LG)
1801.05873,Information Theory (cs.IT)
1801.00349,Computer Vision and Pattern Recognition (cs.CV)
1801.06876,Software Engineering (cs.SE)
1801.10556,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.07569,Signal Processing (eess.SP)
1801.03367,Programming Languages (cs.PL)
1801.08711,Astrophysics of Galaxies (astro-ph.GA)
1801.07850,Optics (physics.optics)
1801.03197,Analysis of PDEs (math.AP)
1801.01825,Computation and Language (cs.CL)
1801.02944,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.05339,Computer Vision and Pattern Recognition (cs.CV)
1801.05896,Computer Science and Game Theory (cs.GT)
1801.00116,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.02112,Robotics (cs.RO)
1801.01961,Machine Learning (stat.ML)
1801.04393,High Energy Physics - Phenomenology (hep-ph)
1801.07989,General Relativity and Quantum Cosmology (gr-qc)
1801.01657,Artificial Intelligence (cs.AI)
1801.04024,Group Theory (math.GR)
1801.10435,Fluid Dynamics (physics.flu-dyn)
1801.02062,Cryptography and Security (cs.CR)
1801.08024,Human-Computer Interaction (cs.HC)
1801.07037,Rings and Algebras (math.RA)
1801.00820,Computer Vision and Pattern Recognition (cs.CV)
1801.07938,Neurons and Cognition (q-bio.NC)
1801.08352,Numerical Analysis (math.NA)
1801.09455,High Energy Physics - Lattice (hep-lat)
1801.03423,Learning (cs.LG)
1801.09760,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.02528,Analysis of PDEs (math.AP)
1801.01012,Databases (cs.DB)
1801.05362,Information Theory (cs.IT)
1801.00728,Differential Geometry (math.DG)
1801.02595,Probability (math.PR)
1801.00936,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.04602,Quantum Physics (quant-ph)
1801.08401,High Energy Physics - Phenomenology (hep-ph)
1801.10470,Atomic Physics (physics.atom-ph)
1801.09610,Analysis of PDEs (math.AP)
1801.09496,Information Retrieval (cs.IR)
1801.02352,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.06087,Solar and Stellar Astrophysics (astro-ph.SR)
1801.06200,Dynamical Systems (math.DS)
1801.01615,Computer Vision and Pattern Recognition (cs.CV)
1801.08814,Geometric Topology (math.GT)
1801.06667,Optics (physics.optics)
1801.01754,Geometric Topology (math.GT)
1801.05403,Nuclear Experiment (nucl-ex)
1801.09343,Image and Video Processing (eess.IV)
1801.09992,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.10283,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.10502,Formal Languages and Automata Theory (cs.FL)
1801.02020,Quantum Physics (quant-ph)
1801.10260,Astrophysics of Galaxies (astro-ph.GA)
1801.08685,Combinatorics (math.CO)
1801.01085,Networking and Internet Architecture (cs.NI)
1801.03050,Machine Learning (stat.ML)
1801.09675,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.00724,Optimization and Control (math.OC)
1801.05168,Networking and Internet Architecture (cs.NI)
1801.02964,Probability (math.PR)
1801.01406,General Physics (physics.gen-ph)
1801.01550,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.01447,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.01628,General Mathematics (math.GM)
1801.05444,High Energy Physics - Phenomenology (hep-ph)
1801.06783,Accelerator Physics (physics.acc-ph)
1801.07174,Computation and Language (cs.CL)
1801.05237,Quantum Physics (quant-ph)
1801.01949,Computer Vision and Pattern Recognition (cs.CV)
1801.04894,Software Engineering (cs.SE)
1801.06282,Methodology (stat.ME)
1801.04270,Signal Processing (eess.SP)
1801.02244,Geometric Topology (math.GT)
1801.10137,High Energy Physics - Phenomenology (hep-ph)
1801.09791,Physics and Society (physics.soc-ph)
1801.04565,Cryptography and Security (cs.CR)
1801.06090,High Energy Physics - Phenomenology (hep-ph)
1801.05795,Networking and Internet Architecture (cs.NI)
1801.07568,Signal Processing (eess.SP)
1801.03722,Astrophysics of Galaxies (astro-ph.GA)
1801.05429,Earth and Planetary Astrophysics (astro-ph.EP)
1801.04519,Functional Analysis (math.FA)
1801.06590,Algebraic Topology (math.AT)
1801.04360,Classical Analysis and ODEs (math.CA)
1801.04401,Strongly Correlated Electrons (cond-mat.str-el)
1801.04394,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.05178,Hardware Architecture (cs.AR)
1801.07157,Algebraic Topology (math.AT)
1801.01218,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.09862,Space Physics (physics.space-ph)
1801.09730,High Energy Physics - Phenomenology (hep-ph)
1801.10432,Information Theory (cs.IT)
1801.01719,Classical Physics (physics.class-ph)
1801.06271,Software Engineering (cs.SE)
1801.06422,Computation and Language (cs.CL)
1801.03125,Populations and Evolution (q-bio.PE)
1801.10003,Mathematical Physics (math-ph)
1801.01562,Metric Geometry (math.MG)
1801.10056,Information Theory (cs.IT)
1801.10401,Data Structures and Algorithms (cs.DS)
1801.03152,Mathematical Physics (math-ph)
1801.05924,Software Engineering (cs.SE)
1801.03196,Solar and Stellar Astrophysics (astro-ph.SR)
1801.00095,Networking and Internet Architecture (cs.NI)
1801.02390,High Energy Physics - Experiment (hep-ex)
1801.03746,Atomic Physics (physics.atom-ph)
1801.08906,Strongly Correlated Electrons (cond-mat.str-el)
1801.06541,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.04826,High Energy Physics - Phenomenology (hep-ph)
1801.06846,Data Structures and Algorithms (cs.DS)
1801.01613,Information Theory (cs.IT)
1801.04890,Solar and Stellar Astrophysics (astro-ph.SR)
1801.01961,Machine Learning (stat.ML)
1801.10014,General Physics (physics.gen-ph)
1801.03044,General Relativity and Quantum Cosmology (gr-qc)
1801.05032,Computation and Language (cs.CL)
1801.02423,Combinatorics (math.CO)
1801.08088,Hardware Architecture (cs.AR)
1801.07683,Methodology (stat.ME)
1801.04134,Artificial Intelligence (cs.AI)
1801.02244,Geometric Topology (math.GT)
1801.02636,Solar and Stellar Astrophysics (astro-ph.SR)
1801.01628,General Mathematics (math.GM)
1801.09039,Databases (cs.DB)
1801.02668,Human-Computer Interaction (cs.HC)
1801.01112,High Energy Physics - Phenomenology (hep-ph)
1801.06268,Software Engineering (cs.SE)
1801.03126,Statistical Mechanics (cond-mat.stat-mech)
1801.05818,Astrophysics of Galaxies (astro-ph.GA)
1801.05849,Systems and Control (cs.SY)
1801.05224,Information Theory (cs.IT)
1801.10384,High Energy Physics - Experiment (hep-ex)
1801.06121,Quantum Physics (quant-ph)
1801.02315,Information Theory (cs.IT)
1801.09501,Combinatorics (math.CO)
1801.02723,Astrophysics of Galaxies (astro-ph.GA)
1801.03181,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.02957,General Topology (math.GN)
1801.05604,Networking and Internet Architecture (cs.NI)
1801.01838,Numerical Analysis (math.NA)
1801.04894,Software Engineering (cs.SE)
1801.02665,Quantitative Methods (q-bio.QM)
1801.08338,High Energy Physics - Phenomenology (hep-ph)
1801.04732,Superconductivity (cond-mat.supr-con)
1801.07997,Instrumentation and Detectors (physics.ins-det)
1801.10603,Information Retrieval (cs.IR)
1801.05242,Methodology (stat.ME)
1801.08818,Analysis of PDEs (math.AP)
1801.00524,Computer Vision and Pattern Recognition (cs.CV)
1801.07422,Numerical Analysis (math.NA)
1801.07566,Signal Processing (eess.SP)
1801.09488,Data Structures and Algorithms (cs.DS)
1801.05676,Mathematical Physics (math-ph)
1801.04717,Number Theory (math.NT)
1801.08107,Programming Languages (cs.PL)
1801.06779,Commutative Algebra (math.AC)
1801.09526,Systems and Control (cs.SY)
1801.06726,Hardware Architecture (cs.AR)
1801.08401,High Energy Physics - Phenomenology (hep-ph)
1801.02244,Geometric Topology (math.GT)
1801.03175,Artificial Intelligence (cs.AI)
1801.06173,Quantum Physics (quant-ph)
1801.08116,Artificial Intelligence (cs.AI)
1801.09628,Information Theory (cs.IT)
1801.03750,Quantum Physics (quant-ph)
1801.03521,Solar and Stellar Astrophysics (astro-ph.SR)
1801.02187,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.06913,Numerical Analysis (math.NA)
1801.09282,Numerical Analysis (math.NA)
1801.04429,Materials Science (cond-mat.mtrl-sci)
1801.00621,Probability (math.PR)
1801.07636,Differential Geometry (math.DG)
1801.04735,Information Theory (cs.IT)
1801.06436,Computation and Language (cs.CL)
1801.09346,Computer Science and Game Theory (cs.GT)
1801.06716,Networking and Internet Architecture (cs.NI)
1801.00540,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.07238,Metric Geometry (math.MG)
1801.00468,General Mathematics (math.GM)
1801.03548,Probability (math.PR)
1801.08578,Adaptation and Self-Organizing Systems (nlin.AO)
1801.04033,Information Theory (cs.IT)
1801.04002,Probability (math.PR)
1801.03190,Data Structures and Algorithms (cs.DS)
1801.08761,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.00021,Computational Physics (physics.comp-ph)
1801.08834,Representation Theory (math.RT)
1801.03123,Numerical Analysis (math.NA)
1801.08656,Combinatorics (math.CO)
1801.05331,High Energy Physics - Phenomenology (hep-ph)
1801.04882,Information Theory (cs.IT)
1801.10173,High Energy Physics - Phenomenology (hep-ph)
1801.07770,Geometric Topology (math.GT)
1801.05946,Social and Information Networks (cs.SI)
1801.10194,Fluid Dynamics (physics.flu-dyn)
1801.03406,Information Retrieval (cs.IR)
1801.09266,Group Theory (math.GR)
1801.02305,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.06302,Computer Vision and Pattern Recognition (cs.CV)
1801.08088,Hardware Architecture (cs.AR)
1801.05124,Computer Vision and Pattern Recognition (cs.CV)
1801.08482,Earth and Planetary Astrophysics (astro-ph.EP)
1801.00270,Numerical Analysis (math.NA)
1801.00701,Strongly Correlated Electrons (cond-mat.str-el)
1801.01883,Astrophysics of Galaxies (astro-ph.GA)
1801.01413,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.10567,Methodology (stat.ME)
1801.10029,Soft Condensed Matter (cond-mat.soft)
1801.07093,Populations and Evolution (q-bio.PE)
1801.03168,Artificial Intelligence (cs.AI)
1801.10500,Information Theory (cs.IT)
1801.06886,Logic in Computer Science (cs.LO)
1801.07193,Discrete Mathematics (cs.DM)
1801.06027,Databases (cs.DB)
1801.05847,Fluid Dynamics (physics.flu-dyn)
1801.02909,Networking and Internet Architecture (cs.NI)
1801.02910,Number Theory (math.NT)
1801.09840,Numerical Analysis (math.NA)
1801.08825,Computers and Society (cs.CY)
1801.01513,High Energy Physics - Phenomenology (hep-ph)
1801.08477,Networking and Internet Architecture (cs.NI)
1801.00385,Robotics (cs.RO)
1801.06566,Logic (math.LO)
1801.08868,Differential Geometry (math.DG)
1801.00455,Computer Vision and Pattern Recognition (cs.CV)
1801.04011,Computer Vision and Pattern Recognition (cs.CV)
1801.02188,Solar and Stellar Astrophysics (astro-ph.SR)
1801.02244,Geometric Topology (math.GT)
1801.06429,Mathematical Physics (math-ph)
1801.09576,Fluid Dynamics (physics.flu-dyn)
1801.06237,Data Structures and Algorithms (cs.DS)
1801.08190,Biological Physics (physics.bio-ph)
1801.05896,Computer Science and Game Theory (cs.GT)
1801.01633,Cryptography and Security (cs.CR)
1801.03913,Geometric Topology (math.GT)
1801.06422,Computation and Language (cs.CL)
1801.06194,Quantum Physics (quant-ph)
1801.09992,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.04166,Applied Physics (physics.app-ph)
1801.06822,Cryptography and Security (cs.CR)
1801.07316,Machine Learning (stat.ML)
1801.05094,Fluid Dynamics (physics.flu-dyn)
1801.07530,Algebraic Topology (math.AT)
1801.06625,Mathematical Physics (math-ph)
1801.04890,Solar and Stellar Astrophysics (astro-ph.SR)
1801.05246,Mathematical Physics (math-ph)
1801.00672,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.05937,Software Engineering (cs.SE)
1801.07595,Risk Management (q-fin.RM)
1801.03570,Solar and Stellar Astrophysics (astro-ph.SR)
1801.00823,Cryptography and Security (cs.CR)
1801.01721,Materials Science (cond-mat.mtrl-sci)
1801.02921,Dynamical Systems (math.DS)
1801.05669,Numerical Analysis (math.NA)
1801.00648,Quantum Gases (cond-mat.quant-gas)
1801.01042,Strongly Correlated Electrons (cond-mat.str-el)
1801.10549,Strongly Correlated Electrons (cond-mat.str-el)
1801.07562,Signal Processing (eess.SP)
1801.00115,Quantum Physics (quant-ph)
1801.03168,Artificial Intelligence (cs.AI)
1801.07231,Instrumentation and Detectors (physics.ins-det)
1801.01130,Strongly Correlated Electrons (cond-mat.str-el)
1801.09039,Databases (cs.DB)
1801.10592,Analysis of PDEs (math.AP)
1801.02294,Machine Learning (stat.ML)
1801.10540,Number Theory (math.NT)
1801.05191,High Energy Physics - Phenomenology (hep-ph)
1801.00349,Computer Vision and Pattern Recognition (cs.CV)
1801.08029,Combinatorics (math.CO)
1801.05064,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.08863,Computer Vision and Pattern Recognition (cs.CV)
1801.08428,Differential Geometry (math.DG)
1801.02055,Computer Science and Game Theory (cs.GT)
1801.05280,Physics and Society (physics.soc-ph)
1801.07744,Soft Condensed Matter (cond-mat.soft)
1801.00419,General Topology (math.GN)
1801.09219,Combinatorics (math.CO)
1801.02412,Group Theory (math.GR)
1801.04571,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.03829,Human-Computer Interaction (cs.HC)
1801.10416,Data Structures and Algorithms (cs.DS)
1801.08453,Classical Analysis and ODEs (math.CA)
1801.06942,Solar and Stellar Astrophysics (astro-ph.SR)
1801.02198,Social and Information Networks (cs.SI)
1801.01999,Computation and Language (cs.CL)
1801.02605,Astrophysics of Galaxies (astro-ph.GA)
1801.03936,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.07793,Applications (stat.AP)
1801.01166,Soft Condensed Matter (cond-mat.soft)
1801.00044,Combinatorics (math.CO)
1801.04302,Astrophysics of Galaxies (astro-ph.GA)
1801.08501,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.05990,Accelerator Physics (physics.acc-ph)
1801.02112,Robotics (cs.RO)
1801.04556,Information Theory (cs.IT)
1801.02144,Learning (cs.LG)
1801.02751,Algebraic Geometry (math.AG)
1801.04068,Information Theory (cs.IT)
1801.04652,Earth and Planetary Astrophysics (astro-ph.EP)
1801.08408,Signal Processing (eess.SP)
1801.05426,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.08515,Molecular Networks (q-bio.MN)
1801.10225,Robotics (cs.RO)
1801.06449,Networking and Internet Architecture (cs.NI)
1801.07031,Strongly Correlated Electrons (cond-mat.str-el)
1801.09243,Algebraic Geometry (math.AG)
1801.08367,High Energy Physics - Phenomenology (hep-ph)
1801.09718,Computer Vision and Pattern Recognition (cs.CV)
1801.00349,Computer Vision and Pattern Recognition (cs.CV)
1801.07378,Functional Analysis (math.FA)
1801.05339,Computer Vision and Pattern Recognition (cs.CV)
1801.00507,Machine Learning (stat.ML)
1801.07122,Differential Geometry (math.DG)
1801.04816,Systems and Control (cs.SY)
1801.07644,Machine Learning (stat.ML)
1801.05303,Dynamical Systems (math.DS)
1801.08586,Social and Information Networks (cs.SI)
1801.04463,Information Theory (cs.IT)
1801.08156,High Energy Physics - Phenomenology (hep-ph)
1801.06801,Learning (cs.LG)
1801.09828,Classical Analysis and ODEs (math.CA)
1801.04962,Computation and Language (cs.CL)
1801.10117,Cryptography and Security (cs.CR)
1801.06913,Numerical Analysis (math.NA)
1801.01572,Computer Vision and Pattern Recognition (cs.CV)
1801.00123,Mathematical Physics (math-ph)
1801.02622,Learning (cs.LG)
1801.01733,Artificial Intelligence (cs.AI)
1801.06396,Databases (cs.DB)
1801.00132,Social and Information Networks (cs.SI)
1801.04668,Information Theory (cs.IT)
1801.08761,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.05552,Solar and Stellar Astrophysics (astro-ph.SR)
1801.10213,Solar and Stellar Astrophysics (astro-ph.SR)
1801.09475,Quantum Physics (quant-ph)
1801.09459,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.08568,Solar and Stellar Astrophysics (astro-ph.SR)
1801.05521,Optimization and Control (math.OC)
1801.04463,Information Theory (cs.IT)
1801.07526,Materials Science (cond-mat.mtrl-sci)
1801.08573,Information Retrieval (cs.IR)
1801.09747,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.05366,Software Engineering (cs.SE)
1801.08860,High Energy Physics - Theory (hep-th)
1801.06541,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.07321,Formal Languages and Automata Theory (cs.FL)
1801.00891,Atmospheric and Oceanic Physics (physics.ao-ph)
1801.09240,Databases (cs.DB)
1801.05512,Machine Learning (stat.ML)
1801.10172,Astrophysics of Galaxies (astro-ph.GA)
1801.06653,Instrumentation and Detectors (physics.ins-det)
1801.08682,Mathematical Software (cs.MS)
1801.02825,Accelerator Physics (physics.acc-ph)
1801.07792,Robotics (cs.RO)
1801.08451,Logic in Computer Science (cs.LO)
1801.09289,Systems and Control (cs.SY)
1801.02841,Superconductivity (cond-mat.supr-con)
1801.07051,Nuclear Experiment (nucl-ex)
1801.02293,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.09532,Category Theory (math.CT)
1801.03207,General Relativity and Quantum Cosmology (gr-qc)
1801.07602,Geometric Topology (math.GT)
1801.01255,Exactly Solvable and Integrable Systems (nlin.SI)
1801.01793,Networking and Internet Architecture (cs.NI)
1801.05917,Software Engineering (cs.SE)
1801.00042,Quantum Physics (quant-ph)
1801.06270,Cryptography and Security (cs.CR)
1801.09662,High Energy Physics - Phenomenology (hep-ph)
1801.08941,Strongly Correlated Electrons (cond-mat.str-el)
1801.08329,Computer Vision and Pattern Recognition (cs.CV)
1801.06066,Computer Vision and Pattern Recognition (cs.CV)
1801.02478,Signal Processing (eess.SP)
1801.03363,Disordered Systems and Neural Networks (cond-mat.dis-nn)
1801.07262,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.00287,Algebraic Geometry (math.AG)
1801.08571,Solar and Stellar Astrophysics (astro-ph.SR)
1801.02567,Learning (cs.LG)
1801.04167,Programming Languages (cs.PL)
1801.01571,Cryptography and Security (cs.CR)
1801.06889,Human-Computer Interaction (cs.HC)
1801.08958,Solar and Stellar Astrophysics (astro-ph.SR)
1801.03040,Solar and Stellar Astrophysics (astro-ph.SR)
1801.10198,Computation and Language (cs.CL)
1801.04958,Computation and Language (cs.CL)
1801.10095,Information Retrieval (cs.IR)
1801.10386,Robotics (cs.RO)
1801.01813,History and Overview (math.HO)
1801.04229,Information Theory (cs.IT)
1801.00054,Computer Vision and Pattern Recognition (cs.CV)
1801.09026,Emerging Technologies (cs.ET)
1801.09402,High Energy Physics - Phenomenology (hep-ph)
1801.04735,Information Theory (cs.IT)
1801.01846,High Energy Physics - Experiment (hep-ex)
1801.04576,Other Condensed Matter (cond-mat.other)
1801.02856,Analysis of PDEs (math.AP)
1801.00670,Numerical Analysis (math.NA)
1801.10055,Artificial Intelligence (cs.AI)
1801.06709,Functional Analysis (math.FA)
1801.03314,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.08013,Materials Science (cond-mat.mtrl-sci)
1801.07429,Astrophysics of Galaxies (astro-ph.GA)
1801.07992,Networking and Internet Architecture (cs.NI)
1801.09189,Programming Languages (cs.PL)
1801.09285,Number Theory (math.NT)
1801.04006,Quantum Physics (quant-ph)
1801.04890,Solar and Stellar Astrophysics (astro-ph.SR)
1801.09225,Logic in Computer Science (cs.LO)
1801.04973,Information Theory (cs.IT)
1801.08221,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.04941,Astrophysics of Galaxies (astro-ph.GA)
1801.05693,High Energy Physics - Lattice (hep-lat)
1801.00975,Analysis of PDEs (math.AP)
1801.08456,Group Theory (math.GR)
1801.05780,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.00507,Machine Learning (stat.ML)
1801.01348,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.08350,Logic in Computer Science (cs.LO)
1801.03844,Information Retrieval (cs.IR)
1801.03917,High Energy Physics - Phenomenology (hep-ph)
1801.08356,Dynamical Systems (math.DS)
1801.00101,Learning (cs.LG)
1801.07107,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.06391,"Computational Engineering, Finance, and Science (cs.CE)"
1801.04644,Software Engineering (cs.SE)
1801.07893,High Energy Physics - Experiment (hep-ex)
1801.05143,Computer Vision and Pattern Recognition (cs.CV)
1801.06143,Probability (math.PR)
1801.00038,Statistics Theory (math.ST)
1801.01524,Strongly Correlated Electrons (cond-mat.str-el)
1801.10032,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.06035,Algebraic Topology (math.AT)
1801.06400,Social and Information Networks (cs.SI)
1801.04636,Dynamical Systems (math.DS)
1801.09051,Solar and Stellar Astrophysics (astro-ph.SR)
1801.00599,Materials Science (cond-mat.mtrl-sci)
1801.05834,Algebraic Geometry (math.AG)
1801.03798,Rings and Algebras (math.RA)
1801.10372,Solar and Stellar Astrophysics (astro-ph.SR)
1801.06154,Earth and Planetary Astrophysics (astro-ph.EP)
1801.06628,Astrophysics of Galaxies (astro-ph.GA)
1801.03533,Computers and Society (cs.CY)
1801.08571,Solar and Stellar Astrophysics (astro-ph.SR)
1801.00727,Artificial Intelligence (cs.AI)
1801.06531,General Relativity and Quantum Cosmology (gr-qc)
1801.03952,Astrophysics of Galaxies (astro-ph.GA)
1801.03413,Combinatorics (math.CO)
1801.09197,Machine Learning (stat.ML)
1801.05831,Computers and Society (cs.CY)
1801.06235,Functional Analysis (math.FA)
1801.08707,Logic in Computer Science (cs.LO)
1801.08680,Metric Geometry (math.MG)
1801.02735,Optimization and Control (math.OC)
1801.05686,Instrumentation and Detectors (physics.ins-det)
1801.10155,High Energy Physics - Lattice (hep-lat)
1801.08092,Computer Vision and Pattern Recognition (cs.CV)
1801.00196,Discrete Mathematics (cs.DM)
1801.08922,Fluid Dynamics (physics.flu-dyn)
1801.07284,High Energy Physics - Phenomenology (hep-ph)
1801.10198,Computation and Language (cs.CL)
1801.05402,Optimization and Control (math.OC)
1801.04618,Programming Languages (cs.PL)
1801.04268,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.03367,Programming Languages (cs.PL)
1801.02464,Biological Physics (physics.bio-ph)
1801.04323,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.08564,Combinatorics (math.CO)
1801.02099,Networking and Internet Architecture (cs.NI)
1801.09015,Computational Physics (physics.comp-ph)
1801.04887,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.08467,Image and Video Processing (eess.IV)
1801.05750,Applied Physics (physics.app-ph)
1801.04953,Information Theory (cs.IT)
1801.02885,Number Theory (math.NT)
1801.05595,Earth and Planetary Astrophysics (astro-ph.EP)
1801.07536,Signal Processing (eess.SP)
1801.00178,Nuclear Experiment (nucl-ex)
1801.06124,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.02875,Information Theory (cs.IT)
1801.01226,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.03737,Artificial Intelligence (cs.AI)
1801.01506,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.07403,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.08499,Numerical Analysis (math.NA)
1801.05747,Fluid Dynamics (physics.flu-dyn)
1801.05764,Cryptography and Security (cs.CR)
1801.03013,Optimization and Control (math.OC)
1801.06708,Statistical Mechanics (cond-mat.stat-mech)
1801.10310,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.00822,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.00350,General Relativity and Quantum Cosmology (gr-qc)
1801.03816,Signal Processing (eess.SP)
1801.02708,Quantum Physics (quant-ph)
1801.07110,Computer Vision and Pattern Recognition (cs.CV)
1801.04372,Cryptography and Security (cs.CR)
1801.08571,Solar and Stellar Astrophysics (astro-ph.SR)
1801.08405,Computational Geometry (cs.CG)
1801.03986,Computer Vision and Pattern Recognition (cs.CV)
1801.05052,Logic in Computer Science (cs.LO)
1801.03257,Computation and Language (cs.CL)
1801.04842,High Energy Physics - Phenomenology (hep-ph)
1801.03997,Astrophysics of Galaxies (astro-ph.GA)
1801.04844,Operator Algebras (math.OA)
1801.08871,Combinatorics (math.CO)
1801.01873,General Topology (math.GN)
1801.01587,Machine Learning (stat.ML)
1801.01432,Robotics (cs.RO)
1801.07722,Social and Information Networks (cs.SI)
1801.06668,Quantum Physics (quant-ph)
1801.09328,Materials Science (cond-mat.mtrl-sci)
1801.09472,Computer Vision and Pattern Recognition (cs.CV)
1801.04032,Programming Languages (cs.PL)
1801.00375,Algebraic Geometry (math.AG)
1801.02900,Applied Physics (physics.app-ph)
1801.10152,Networking and Internet Architecture (cs.NI)
1801.07829,Computer Vision and Pattern Recognition (cs.CV)
1801.03078,Group Theory (math.GR)
1801.06240,Numerical Analysis (math.NA)
1801.08595,Dynamical Systems (math.DS)
1801.01495,Strongly Correlated Electrons (cond-mat.str-el)
1801.09721,High Energy Physics - Phenomenology (hep-ph)
1801.03006,High Energy Astrophysical Phenomena (astro-ph.HE)
1801.00768,General Relativity and Quantum Cosmology (gr-qc)
1801.05568,Computer Vision and Pattern Recognition (cs.CV)
1801.06601,Neural and Evolutionary Computing (cs.NE)
1801.03787,Analysis of PDEs (math.AP)
1801.04626,Algebraic Geometry (math.AG)
1801.06386,Geometric Topology (math.GT)
1801.07320,Earth and Planetary Astrophysics (astro-ph.EP)
1801.04930,High Energy Physics - Theory (hep-th)
1801.01612,Cryptography and Security (cs.CR)
1801.00495,Solar and Stellar Astrophysics (astro-ph.SR)
1801.09449,Computer Vision and Pattern Recognition (cs.CV)
1801.00593,Other Condensed Matter (cond-mat.other)
1801.00382,Methodology (stat.ME)
1801.09410,Probability (math.PR)
1801.01967,Computer Vision and Pattern Recognition (cs.CV)
1801.04527,Differential Geometry (math.DG)
1801.07044,Computational Finance (q-fin.CP)
1801.07509,Earth and Planetary Astrophysics (astro-ph.EP)
1801.10502,Formal Languages and Automata Theory (cs.FL)
1801.03907,Mesoscale and Nanoscale Physics (cond-mat.mes-hall)
1801.02123,Networking and Internet Architecture (cs.NI)
1801.01114,Hardware Architecture (cs.AR)
1801.03381,Numerical Analysis (math.NA)
1801.10026,Functional Analysis (math.FA)
1801.06755,Solar and Stellar Astrophysics (astro-ph.SR)
1801.06001,Rings and Algebras (math.RA)
1801.07240,Plasma Physics (physics.plasm-ph)
1801.04676,General Relativity and Quantum Cosmology (gr-qc)
1801.01556,Combinatorics (math.CO)
1801.01841,Genomics (q-bio.GN)
1801.02522,Accelerator Physics (physics.acc-ph)
1801.09358,Graphics (cs.GR)
1801.09739,Methodology (stat.ME)
1801.04084,Cryptography and Security (cs.CR)
1801.02673,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.02637,High Energy Physics - Theory (hep-th)
