file,subject
1801.07374,Solar and Stellar Astrophysics (astro-ph.SR)
1801.04268,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.00158,Representation Theory (math.RT)
1801.06422,Computation and Language (cs.CL)
1801.05968,Computer Vision and Pattern Recognition (cs.CV)
1801.00297,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.03372,Spectral Theory (math.SP)
1801.05983,Solar and Stellar Astrophysics (astro-ph.SR)
1801.00285,Logic in Computer Science (cs.LO)
1801.03314,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.10225,Robotics (cs.RO)
1801.07939,Computer Vision and Pattern Recognition (cs.CV)
1801.07868,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.09287,Superconductivity (cond-mat.supr-con)
1801.04874,Strongly Correlated Electrons (cond-mat.str-el)
1801.02112,Robotics (cs.RO)
1801.00760,Combinatorics (math.CO)
1801.04390,Cosmology and Nongalactic Astrophysics (astro-ph.CO)
1801.08831,Computation and Language (cs.CL)
1801.01136,High Energy Physics - Phenomenology (hep-ph)
1801.06428,Software Engineering (cs.SE)
1801.07569,Signal Processing (eess.SP)
1801.10561,Earth and Planetary Astrophysics (astro-ph.EP)
1801.07584,History and Overview (math.HO)
1801.07644,Machine Learning (stat.ML)
1801.05384,Fluid Dynamics (physics.flu-dyn)
1801.06369,Numerical Analysis (math.NA)
1801.00125,High Energy Physics - Phenomenology (hep-ph)
1801.01081,Quantum Physics (quant-ph)
1801.10112,Computer Vision and Pattern Recognition (cs.CV)
1801.03612,Artificial Intelligence (cs.AI)
1801.06846,Data Structures and Algorithms (cs.DS)
1801.01170,Information Theory (cs.IT)
1801.08761,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.10399,Systems and Control (cs.SY)
1801.09992,"Distributed, Parallel, and Cluster Computing (cs.DC)"
1801.02967,Optimization and Control (math.OC)
1801.08583,Discrete Mathematics (cs.DM)
1801.07961,Systems and Control (cs.SY)
1801.04921,Solar and Stellar Astrophysics (astro-ph.SR)
1801.06161,Social and Information Networks (cs.SI)
1801.03181,Instrumentation and Methods for Astrophysics (astro-ph.IM)
1801.03705,Statistics Theory (math.ST)
1801.00094,Performance (cs.PF)
1801.05938,Networking and Internet Architecture (cs.NI)
1801.06436,Computation and Language (cs.CL)
1801.04743,Solar and Stellar Astrophysics (astro-ph.SR)
1801.03319,Probability (math.PR)
1801.03082,Number Theory (math.NT)
1801.09887,Probability (math.PR)
1801.06881,Differential Geometry (math.DG)
